Ciment,Argile,Alumine,Verre,Chamotte,Conductivité thermique,Résistance Mécanique
7.68,8.38,38.12,27.56,18.26,0.57,20.62
8.41,7.56,37.98,27.61,18.44,0.57,20.62
8.17,7.56,38.09,27.65,18.53,0.57,20.62
7.79,7.75,38.84,27.72,17.89,0.57,20.62
7.76,8.36,38.1,28.08,17.7,0.57,20.62
8.34,8.22,37.64,27.84,17.96,0.57,20.62
8.58,5.64,40.1,25.28,20.0,0.57,19.11
9.32,5.57,40.69,25.28,19.14,0.57,19.11
8.06,6.01,40.22,25.26,20.0,0.57,19.11
7.52,5.61,40.3,25.93,20.0,0.57,19.11
7.6,5.87,40.26,25.55,20.0,0.57,19.11
9.4,5.25,40.27,25.8,19.28,0.57,19.11
9.05,5.91,40.47,25.71,18.86,0.57,19.11
8.81,5.53,40.33,25.23,20.0,0.57,19.11
8.17,5.68,40.72,25.08,20.0,0.57,19.11
7.53,5.0,40.77,27.5,19.24,0.57,19.11
7.54,5.17,40.74,26.96,19.59,0.57,19.11
8.06,5.68,41.48,25.34,19.44,0.57,19.11
7.65,5.74,41.57,26.07,18.96,0.57,19.11
8.44,5.82,40.1,26.2,19.44,0.57,19.11
7.55,5.16,42.42,25.49,19.37,0.57,19.11
7.95,5.14,41.57,26.06,19.28,0.57,19.11
9.19,5.24,40.44,25.66,19.47,0.57,19.11
8.88,5.89,40.62,25.73,18.86,0.57,19.11
8.02,5.99,41.88,25.17,18.95,0.57,19.11
8.52,6.08,40.52,25.67,19.2,0.57,19.11
7.98,6.21,41.02,25.64,19.15,0.57,19.11
9.24,5.61,41.33,25.03,18.78,0.57,19.11
8.43,5.3,40.15,26.3,19.82,0.57,19.11
10.76,5.35,43.92,20.56,19.42,0.58,21.08
11.89,5.55,42.61,20.92,19.03,0.58,21.08
11.4,5.78,42.55,21.51,18.76,0.58,21.08
11.74,5.28,42.74,20.52,19.73,0.58,21.08
11.19,5.49,43.49,20.51,19.32,0.58,21.08
11.48,5.52,42.58,21.63,18.8,0.58,21.08
12.03,5.14,42.88,20.29,19.66,0.58,21.08
11.08,6.02,43.24,20.3,19.36,0.58,21.08
11.8,5.18,42.83,20.35,19.84,0.58,21.08
10.42,5.78,43.38,21.33,19.09,0.58,21.08
10.61,5.57,42.68,22.15,18.99,0.58,21.08
5.59,9.05,40.82,29.17,15.37,0.58,20.96
6.28,9.07,41.5,27.98,15.16,0.58,20.96
6.63,9.22,40.56,28.07,15.52,0.58,20.96
6.06,9.47,42.33,27.66,15.0,0.58,20.96
5.58,9.32,41.42,27.79,15.89,0.58,20.96
6.66,8.86,41.2,28.37,15.0,0.58,20.96
5.64,9.02,40.84,28.65,15.84,0.58,20.96
6.27,9.36,40.39,28.48,15.5,0.58,20.96
5.33,9.19,41.78,27.89,15.81,0.58,20.96
5.0,9.61,41.74,27.7,16.01,0.58,20.96
6.98,9.41,40.29,27.68,15.64,0.58,20.96
5.0,9.81,41.35,28.17,15.69,0.58,20.96
6.38,9.82,40.66,27.55,15.59,0.58,20.96
5.63,9.75,40.55,28.62,15.46,0.58,20.96
6.68,9.36,40.32,28.13,15.52,0.58,20.96
5.56,10.0,40.51,27.6,15.9,0.58,20.96
6.89,9.12,40.16,28.81,15.02,0.58,20.96
6.37,9.21,40.22,28.0,16.2,0.58,20.96
5.55,8.9,41.69,27.73,16.14,0.58,20.96
7.0,7.76,41.59,28.78,15.0,0.58,20.95
6.31,8.44,40.33,29.48,15.43,0.58,20.95
6.9,8.34,41.81,27.88,15.07,0.58,20.95
5.2,7.88,42.34,28.86,15.72,0.58,20.95
7.36,7.98,40.16,29.15,15.35,0.58,20.95
6.99,8.56,40.19,28.24,16.02,0.58,20.95
7.2,8.69,41.68,27.73,15.0,0.58,20.95
6.11,8.15,40.06,29.98,15.71,0.58,20.95
6.73,7.97,42.28,28.22,15.0,0.58,20.95
7.15,7.88,40.29,28.79,15.9,0.58,20.95
6.41,7.58,42.48,28.01,15.52,0.58,20.95
6.68,8.59,40.08,28.62,16.02,0.58,20.95
7.22,7.6,41.57,28.09,15.53,0.58,20.95
7.05,7.94,42.22,28.31,15.0,0.58,20.95
6.45,7.51,40.69,29.95,15.4,0.58,20.95
5.68,8.54,41.88,27.93,15.97,0.58,20.95
6.11,8.1,42.06,28.64,15.1,0.58,20.95
5.5,7.55,42.41,28.32,16.22,0.58,20.95
7.42,7.68,40.68,28.35,15.87,0.58,20.95
6.56,8.66,41.4,28.01,15.37,0.58,20.95
6.4,8.42,41.47,28.95,15.0,0.58,20.95
5.82,7.51,41.93,29.0,15.73,0.58,20.95
6.74,8.71,40.47,28.07,16.01,0.58,20.95
5.13,7.66,41.19,30.0,15.64,0.58,20.95
6.4,8.47,41.36,27.68,16.09,0.58,20.95
6.49,7.55,42.14,28.42,15.4,0.58,20.95
7.47,9.52,39.14,27.95,15.91,0.58,20.91
7.32,8.43,38.73,29.6,15.91,0.58,20.91
6.34,9.08,39.7,29.24,15.64,0.58,20.91
6.68,9.11,38.96,29.93,15.33,0.58,20.91
7.5,7.71,38.79,30.0,15.62,0.58,20.91
5.4,9.24,39.96,29.28,16.12,0.58,20.91
6.57,9.95,38.63,28.75,16.11,0.58,20.91
7.35,8.51,39.98,28.74,15.42,0.58,20.91
7.13,9.16,39.53,29.01,15.18,0.58,20.91
6.71,9.92,39.01,29.25,15.11,0.58,20.91
7.38,9.1,39.57,28.3,15.65,0.58,20.91
6.63,9.98,38.89,28.45,16.05,0.58,20.91
5.76,10.0,39.61,28.98,15.52,0.58,20.91
6.93,8.34,39.67,29.85,15.22,0.58,20.91
6.98,9.4,37.83,29.95,15.84,0.58,20.91
7.37,9.73,38.12,28.79,16.0,0.58,20.91
5.45,8.52,39.89,30.0,15.74,0.58,20.91
5.13,9.63,39.64,30.0,15.3,0.58,20.91
7.15,6.66,42.43,27.98,15.77,0.58,20.53
6.42,6.52,41.18,29.73,16.16,0.58,20.53
6.5,6.71,42.3,28.61,15.88,0.58,20.53
6.8,7.19,41.49,28.51,16.01,0.58,20.53
6.59,6.46,41.13,29.82,16.0,0.58,20.53
6.42,6.27,41.62,29.57,16.12,0.58,20.53
6.64,6.65,40.68,30.0,15.6,0.58,20.53
6.49,7.17,40.03,30.0,16.14,0.58,20.53
6.25,7.48,40.06,30.0,16.14,0.58,20.53
7.25,7.42,41.34,27.96,16.03,0.58,20.53
7.23,7.36,38.87,30.0,16.23,0.58,20.5
7.34,6.85,38.82,30.0,16.0,0.58,20.5
6.99,6.71,39.78,30.0,15.85,0.58,20.5
8.44,6.2,41.14,23.67,20.0,0.58,19.24
9.75,5.69,40.66,23.5,20.0,0.58,19.24
9.11,5.28,41.66,24.75,19.2,0.58,19.24
9.21,5.36,40.9,24.15,20.0,0.58,19.24
9.84,5.61,41.04,24.22,19.3,0.58,19.24
9.96,5.58,41.74,23.33,19.4,0.58,19.24
7.69,5.89,41.56,24.62,20.0,0.58,19.24
7.62,6.19,42.25,23.37,20.0,0.58,19.24
7.55,6.1,40.99,23.41,20.0,0.58,19.24
8.5,6.14,41.92,24.13,19.3,0.58,19.24
7.84,5.43,42.04,24.97,19.72,0.58,19.24
8.91,5.71,41.58,24.76,19.05,0.58,19.24
9.5,5.99,41.23,23.82,19.46,0.58,19.24
9.23,5.81,42.39,22.78,19.8,0.58,19.24
8.95,6.03,42.29,23.97,18.76,0.58,19.24
9.14,5.69,40.87,24.98,19.32,0.58,19.24
9.07,5.87,41.26,23.5,20.0,0.58,19.24
9.12,6.14,41.61,24.29,18.84,0.58,19.24
9.84,5.49,41.95,23.5,19.21,0.58,19.24
8.11,5.68,41.77,24.44,20.0,0.58,19.24
9.33,5.77,40.46,24.65,19.79,0.58,19.24
9.75,5.38,40.96,23.7,20.0,0.58,19.24
9.42,5.89,41.38,24.3,19.01,0.58,19.24
8.52,5.96,40.19,24.93,20.0,0.58,19.24
8.18,5.86,42.18,24.7,19.07,0.58,19.24
8.95,5.69,41.4,24.78,19.18,0.58,19.24
7.56,5.84,41.62,23.75,20.0,0.58,19.24
9.95,5.54,40.86,24.73,18.91,0.58,19.24
9.1,6.01,42.12,22.85,19.92,0.58,19.24
7.86,5.67,42.26,24.7,19.5,0.58,19.24
9.29,5.32,41.39,24.12,19.88,0.58,19.24
9.83,5.23,42.14,23.41,19.39,0.58,19.24
8.82,5.8,41.96,23.42,20.0,0.58,19.24
9.08,5.25,38.9,25.95,20.0,0.58,19.08
8.37,5.86,38.96,26.18,20.0,0.58,19.08
7.58,5.68,39.4,26.35,20.0,0.58,19.08
8.77,5.95,39.73,26.68,18.88,0.58,19.08
8.71,5.38,39.85,26.2,19.86,0.58,19.08
9.16,5.51,39.56,26.48,19.3,0.58,19.08
8.1,6.15,39.76,25.41,20.0,0.58,19.08
9.83,5.21,39.08,26.95,18.92,0.58,19.08
8.28,6.09,38.29,26.36,20.0,0.58,19.08
8.48,6.23,39.54,25.21,20.0,0.58,19.08
9.82,5.49,37.86,27.08,19.76,0.58,19.08
9.63,5.6,39.47,26.45,18.85,0.58,19.08
7.71,6.14,39.08,27.48,19.59,0.58,19.08
7.88,5.84,39.33,27.3,19.64,0.58,19.08
9.54,5.36,38.92,26.31,19.86,0.58,19.08
8.88,5.51,38.9,25.78,20.0,0.58,19.08
8.69,6.04,39.03,25.79,20.0,0.58,19.08
7.67,6.14,39.32,26.94,19.93,0.58,19.08
8.36,5.74,39.04,27.44,19.42,0.58,19.08
8.39,5.95,38.37,26.95,20.0,0.58,19.08
8.08,5.64,39.97,27.09,19.22,0.58,19.08
9.04,6.08,39.63,25.01,20.0,0.58,19.08
8.32,6.03,39.09,27.05,19.51,0.58,19.08
9.68,5.68,39.58,26.09,18.98,0.58,19.08
9.72,5.42,39.48,26.36,19.01,0.58,19.08
7.75,6.05,39.39,27.39,19.43,0.58,19.08
9.61,5.42,37.94,26.83,20.0,0.58,19.08
8.43,5.9,38.69,26.82,20.0,0.58,19.08
8.68,5.72,39.54,26.46,19.6,0.58,19.08
9.76,5.78,38.96,25.58,19.92,0.58,19.08
9.22,6.15,39.0,26.33,19.31,0.58,19.08
9.35,7.96,41.9,22.25,18.55,0.59,22.33
9.68,8.7,41.31,22.35,17.95,0.59,22.33
9.25,8.15,42.08,21.77,18.75,0.59,22.33
9.52,8.49,42.21,21.72,18.05,0.59,22.33
9.57,8.74,41.88,21.17,18.64,0.59,22.33
9.99,8.67,42.17,20.55,18.62,0.59,22.33
9.63,8.18,42.07,21.51,18.6,0.59,22.33
12.48,8.17,40.1,21.62,17.62,0.59,22.32
12.2,8.11,40.97,20.1,18.62,0.59,22.32
12.26,8.16,40.18,21.7,17.7,0.59,22.32
10.08,8.39,40.86,22.07,18.6,0.59,22.32
12.1,7.73,42.09,20.0,18.51,0.59,22.32
11.49,8.22,40.14,21.94,18.21,0.59,22.32
10.27,7.51,41.8,22.45,17.96,0.59,22.32
11.59,7.99,41.58,20.92,17.92,0.59,22.32
10.73,8.44,41.54,21.38,17.9,0.59,22.32
11.6,8.13,41.38,20.83,18.06,0.59,22.32
12.27,7.88,41.58,20.46,17.81,0.59,22.32
11.56,8.75,40.59,21.54,17.56,0.59,22.32
10.97,8.01,40.78,21.81,18.43,0.59,22.32
12.31,7.96,40.86,20.59,18.28,0.59,22.32
12.02,7.94,40.99,21.13,17.92,0.59,22.32
11.33,7.61,41.07,21.46,18.53,0.59,22.32
11.29,8.08,40.62,22.19,17.82,0.59,22.32
10.08,7.76,41.23,22.5,18.43,0.59,22.32
11.71,8.07,40.77,21.37,18.08,0.59,22.32
11.59,7.72,40.64,22.13,17.92,0.59,22.32
10.49,8.2,42.35,21.42,17.55,0.59,22.32
10.75,8.03,42.0,20.68,18.54,0.59,22.32
11.01,7.92,41.31,21.68,18.08,0.59,22.32
11.91,7.72,40.03,22.12,18.21,0.59,22.32
11.57,7.98,42.14,20.0,18.56,0.59,22.32
12.12,8.01,41.05,20.22,18.6,0.59,22.32
10.43,8.57,41.4,22.07,17.52,0.59,22.32
12.32,7.66,41.03,20.58,18.42,0.59,22.32
10.24,7.81,42.21,21.33,18.41,0.59,22.32
11.32,8.57,40.78,20.97,18.36,0.59,22.32
11.69,7.86,42.0,20.0,18.64,0.59,22.32
10.05,8.49,41.68,21.33,18.46,0.59,22.32
10.76,7.73,42.35,21.64,17.52,0.59,22.32
10.33,7.58,42.31,21.33,18.45,0.59,22.32
11.0,8.63,41.37,21.49,17.51,0.59,22.32
11.0,8.67,40.25,21.41,18.68,0.59,22.32
11.12,7.89,40.85,22.3,17.85,0.59,22.32
11.67,8.18,40.33,22.22,17.59,0.59,22.32
12.01,8.42,41.89,20.0,17.95,0.59,22.32
12.23,7.76,40.84,20.48,18.69,0.59,22.32
11.17,8.73,41.79,20.05,18.26,0.59,22.32
12.37,7.74,40.5,21.01,18.39,0.59,22.32
11.65,8.5,40.76,21.24,17.85,0.59,22.32
11.03,8.46,40.41,21.52,18.59,0.59,22.32
10.87,8.24,40.94,22.36,17.59,0.59,22.32
10.35,8.61,41.9,21.57,17.58,0.59,22.32
10.29,8.36,41.39,21.91,18.05,0.59,22.32
10.84,8.67,42.23,20.37,17.89,0.59,22.32
11.27,8.62,40.08,21.29,18.74,0.59,22.32
11.74,7.88,41.4,21.23,17.75,0.59,22.32
10.8,7.97,40.47,22.32,18.44,0.59,22.32
12.54,7.52,43.21,21.08,15.65,0.59,22.28
12.68,8.37,42.85,20.97,15.13,0.59,22.28
13.62,8.01,42.71,20.22,15.44,0.59,22.28
12.96,7.91,43.34,20.77,15.02,0.59,22.28
13.01,9.4,42.55,20.0,15.88,0.59,22.28
13.0,7.79,42.71,22.06,15.0,0.59,22.28
13.68,7.99,42.51,20.86,15.0,0.59,22.28
12.87,8.02,43.18,20.05,15.87,0.59,22.28
12.57,7.79,43.04,21.7,15.0,0.59,22.28
13.83,7.53,42.8,20.59,15.25,0.59,22.28
12.49,8.13,38.97,22.09,18.32,0.59,22.27
12.45,7.81,39.75,21.36,18.63,0.59,22.27
11.68,8.17,39.9,21.88,18.37,0.59,22.27
10.6,8.66,39.86,22.34,18.54,0.59,22.27
11.74,8.45,39.63,22.24,17.95,0.59,22.27
12.06,8.02,39.61,21.96,18.35,0.59,22.27
10.93,8.04,39.85,22.43,18.75,0.59,22.27
12.44,7.79,39.1,22.22,18.45,0.59,22.27
12.0,7.93,39.85,22.01,18.22,0.59,22.27
7.91,6.45,40.08,27.91,17.65,0.59,20.08
9.56,6.53,38.53,27.71,17.66,0.59,20.04
8.48,7.42,37.8,27.65,18.65,0.59,20.04
8.3,6.97,38.9,27.83,18.0,0.59,20.04
9.13,6.28,38.69,27.76,18.14,0.59,20.04
8.17,6.56,39.02,28.27,17.98,0.59,20.04
9.25,6.87,37.94,27.71,18.23,0.59,20.04
9.63,6.8,37.8,28.02,17.75,0.59,20.04
9.06,7.02,38.07,27.8,18.04,0.59,20.04
9.4,7.22,37.7,27.7,17.97,0.59,20.04
7.74,6.68,38.44,28.9,18.23,0.59,20.04
8.61,6.4,39.11,28.33,17.54,0.59,20.04
7.91,7.28,39.61,27.52,17.68,0.59,20.04
8.47,6.87,37.65,28.27,18.73,0.59,20.04
8.37,6.28,39.07,28.73,17.56,0.59,20.04
8.11,6.4,38.03,28.72,18.75,0.59,20.04
7.91,6.72,38.8,28.88,17.69,0.59,20.04
9.31,6.47,37.57,28.51,18.13,0.59,20.04
8.45,6.63,37.69,28.71,18.52,0.59,20.04
7.82,7.27,38.67,27.85,18.38,0.59,20.04
8.52,7.18,37.78,28.4,18.13,0.59,20.04
7.62,7.1,38.93,28.52,17.82,0.59,20.04
7.51,6.74,38.41,29.0,18.34,0.59,20.04
9.93,5.83,38.93,24.83,20.0,0.59,19.21
9.03,5.59,39.87,24.3,20.0,0.59,19.21
9.61,5.69,39.71,24.94,20.0,0.59,19.21
8.34,6.05,39.75,24.66,20.0,0.59,19.21
10.23,5.19,40.44,25.15,18.99,0.59,19.11
10.48,5.36,40.19,25.14,18.83,0.59,19.11
10.26,5.96,38.25,25.07,20.0,0.59,19.07
11.46,5.0,38.06,26.61,19.01,0.59,19.07
10.68,5.69,39.37,25.1,19.17,0.59,19.07
11.27,5.28,37.56,26.18,19.71,0.59,19.07
10.61,5.93,38.65,25.45,19.36,0.59,19.07
12.25,5.05,38.1,25.67,18.93,0.59,19.07
12.35,5.17,38.05,25.28,19.16,0.59,19.07
10.1,5.75,39.19,25.49,19.48,0.59,19.07
10.9,5.79,38.42,25.83,19.07,0.59,19.07
10.47,6.0,37.65,26.33,19.55,0.59,19.07
11.03,5.17,37.58,26.87,19.35,0.59,19.07
10.99,5.8,37.96,26.12,19.13,0.59,19.07
10.45,5.59,37.79,27.2,18.97,0.59,19.07
10.23,5.05,39.62,25.62,19.49,0.59,19.07
10.55,5.68,39.18,25.04,19.55,0.59,19.07
10.63,6.01,39.16,25.21,18.99,0.59,19.07
12.14,5.42,37.91,25.33,19.2,0.59,19.07
11.07,6.14,37.82,25.1,19.88,0.59,19.07
12.07,5.08,37.55,25.39,19.9,0.59,19.07
11.74,6.09,37.75,25.37,19.04,0.59,19.07
10.93,5.86,37.73,26.48,19.0,0.59,19.07
10.53,5.4,37.64,26.47,19.95,0.59,19.07
11.99,5.0,38.26,25.45,19.36,0.59,19.07
10.23,5.43,37.99,26.69,19.66,0.59,19.07
11.54,6.09,37.81,25.01,19.55,0.59,19.07
11.2,5.82,37.75,25.06,20.0,0.59,19.07
10.18,6.14,37.79,25.81,20.0,0.59,19.07
10.54,5.2,37.56,26.25,20.0,0.59,19.07
10.11,5.4,38.34,27.29,18.85,0.59,19.07
11.79,5.72,37.74,25.58,19.18,0.59,19.07
10.47,5.48,39.56,25.24,19.25,0.59,19.07
9.83,8.91,41.6,21.83,17.83,0.6,22.35
9.55,9.1,40.59,22.44,18.32,0.6,22.35
9.24,8.92,41.73,22.34,17.76,0.6,22.35
9.92,9.58,40.43,22.21,17.87,0.6,22.35
7.52,10.0,42.45,22.19,17.52,0.6,22.35
7.58,10.0,41.52,22.11,18.36,0.6,22.35
8.54,9.43,42.07,21.71,18.25,0.6,22.35
7.7,10.0,42.3,21.76,18.14,0.6,22.35
8.46,9.05,42.46,21.8,18.23,0.6,22.35
9.18,8.91,42.26,22.14,17.51,0.6,22.35
9.95,9.1,41.16,21.92,17.86,0.6,22.35
9.97,9.28,41.69,21.46,17.59,0.6,22.35
8.52,10.0,40.62,22.41,17.75,0.6,22.35
8.69,9.61,41.46,22.15,18.09,0.6,22.35
8.36,9.01,42.15,21.94,18.53,0.6,22.35
9.74,9.48,40.61,21.77,18.4,0.6,22.35
9.23,8.96,41.69,21.88,18.25,0.6,22.35
9.69,9.75,40.59,21.81,18.16,0.6,22.35
7.88,10.0,42.02,21.77,18.31,0.6,22.35
9.1,10.0,40.5,22.06,18.13,0.6,22.35
9.27,8.95,42.25,21.5,18.03,0.6,22.35
9.41,8.8,42.4,21.25,18.14,0.6,22.35
7.59,9.78,42.03,22.27,18.33,0.6,22.35
9.69,9.37,41.13,21.33,18.47,0.6,22.35
8.7,9.2,41.36,22.1,18.64,0.6,22.35
9.2,10.0,40.38,21.9,18.06,0.6,22.35
8.62,9.15,42.33,21.46,18.44,0.6,22.35
8.97,8.99,42.29,21.04,18.7,0.6,22.35
11.02,8.93,42.38,20.0,18.01,0.6,22.34
10.09,9.45,40.09,22.36,18.02,0.6,22.34
10.9,9.2,40.98,20.43,18.48,0.6,22.34
10.14,9.18,41.77,20.68,18.23,0.6,22.34
10.21,9.67,42.28,20.0,17.98,0.6,22.34
11.06,9.2,40.47,20.6,18.67,0.6,22.34
10.24,8.77,40.51,22.32,18.17,0.6,22.34
10.17,9.33,40.35,21.88,18.27,0.6,22.34
10.83,9.47,40.64,21.46,17.6,0.6,22.34
10.98,9.01,40.91,21.41,17.69,0.6,22.34
11.01,9.24,40.11,22.05,17.59,0.6,22.34
11.3,9.01,41.52,20.05,18.13,0.6,22.34
10.68,9.83,40.68,20.37,18.42,0.6,22.34
10.81,9.73,41.58,20.04,17.84,0.6,22.34
10.68,9.0,41.27,21.05,18.0,0.6,22.34
11.38,9.05,40.8,21.1,17.68,0.6,22.34
10.13,9.52,42.12,20.0,18.69,0.6,22.34
10.76,9.26,40.22,21.5,18.25,0.6,22.34
11.86,8.8,40.09,21.0,18.24,0.6,22.34
11.37,8.9,42.45,20.0,18.09,0.6,22.34
10.44,9.23,41.4,20.71,18.22,0.6,22.34
10.5,9.56,41.11,20.87,17.96,0.6,22.34
10.29,9.58,42.27,20.0,18.22,0.6,22.34
12.34,9.16,40.25,20.14,18.11,0.6,22.34
12.26,8.8,41.0,20.0,18.48,0.6,22.34
10.72,9.47,40.06,21.35,18.4,0.6,22.34
10.12,9.29,40.42,21.64,18.52,0.6,22.34
12.15,8.95,40.14,20.32,18.44,0.6,22.34
11.87,9.72,40.12,20.73,17.56,0.6,22.34
10.36,9.52,40.06,21.94,18.12,0.6,22.34
10.12,9.14,41.14,21.91,17.69,0.6,22.34
10.6,9.51,41.14,21.19,17.56,0.6,22.34
11.26,8.86,42.06,20.07,17.75,0.6,22.34
10.74,9.09,39.99,21.73,18.45,0.6,22.29
12.34,9.88,39.04,21.14,17.6,0.6,22.29
10.19,9.94,39.93,22.08,17.85,0.6,22.29
10.82,9.23,39.95,22.21,17.78,0.6,22.29
11.02,9.19,38.73,22.4,18.67,0.6,22.29
11.94,9.56,38.35,22.48,17.67,0.6,22.29
11.99,8.97,39.29,21.43,18.31,0.6,22.29
12.14,9.38,38.46,21.95,18.07,0.6,22.29
12.19,9.22,37.82,22.33,18.44,0.6,22.29
11.57,8.82,39.2,22.11,18.3,0.6,22.29
12.01,9.25,38.61,21.76,18.38,0.6,22.29
11.58,9.1,38.1,22.5,18.72,0.6,22.29
11.65,9.9,38.23,21.74,18.49,0.6,22.29
11.87,9.54,39.04,21.94,17.61,0.6,22.29
11.6,8.9,38.98,21.77,18.74,0.6,22.29
11.66,9.38,39.91,21.47,17.57,0.6,22.29
11.62,9.21,39.91,20.87,18.4,0.6,22.29
12.14,8.93,38.96,21.32,18.65,0.6,22.29
11.66,8.93,39.31,21.57,18.52,0.6,22.29
10.77,9.13,39.78,22.0,18.32,0.6,22.29
11.54,9.18,39.58,21.82,17.87,0.6,22.29
11.56,9.16,39.37,21.55,18.36,0.6,22.29
10.67,10.0,39.08,22.37,17.64,0.6,22.29
10.26,9.74,38.86,22.5,18.64,0.6,22.29
9.44,10.0,39.48,22.25,18.68,0.6,22.29
12.3,8.79,39.55,21.2,18.16,0.6,22.29
7.8,7.83,40.3,27.66,16.42,0.6,20.71
7.9,7.79,38.89,28.2,17.21,0.6,20.67
9.87,7.9,37.63,27.88,16.72,0.6,20.67
8.2,7.85,38.42,28.46,17.07,0.6,20.67
7.85,8.41,39.32,28.1,16.31,0.6,20.67
8.69,8.71,37.83,28.2,16.57,0.6,20.67
9.77,8.36,37.51,27.87,16.49,0.6,20.67
9.33,8.6,38.05,27.51,16.51,0.6,20.67
8.43,8.38,37.96,27.99,17.24,0.6,20.67
7.71,7.96,39.82,27.9,16.61,0.6,20.67
8.28,7.65,37.71,29.16,17.2,0.6,20.67
7.78,8.68,38.5,27.81,17.23,0.6,20.67
8.74,8.06,38.54,28.07,16.59,0.6,20.67
8.5,7.64,37.87,29.26,16.73,0.6,20.67
8.25,7.98,37.88,29.27,16.62,0.6,20.67
8.95,7.55,38.94,28.18,16.38,0.6,20.67
7.74,8.38,38.85,27.6,17.43,0.6,20.67
7.92,7.74,39.6,27.79,16.95,0.6,20.67
7.99,8.5,38.92,28.1,16.48,0.6,20.67
8.98,8.1,37.54,28.66,16.71,0.6,20.67
9.19,8.48,37.67,27.55,17.11,0.6,20.67
8.41,7.93,39.16,28.17,16.33,0.6,20.67
7.88,7.82,39.32,27.96,17.03,0.6,20.67
8.74,7.7,38.35,28.51,16.7,0.6,20.67
8.69,8.15,38.65,28.24,16.26,0.6,20.67
8.14,7.92,39.69,27.99,16.26,0.6,20.67
8.28,8.18,38.33,28.81,16.4,0.6,20.67
11.2,6.09,40.34,22.91,19.45,0.6,19.24
10.05,5.62,41.58,23.84,18.92,0.6,19.24
10.08,6.07,40.81,24.25,18.79,0.6,19.24
10.73,5.65,41.6,23.0,19.03,0.6,19.24
11.79,5.27,40.25,23.53,19.16,0.6,19.24
10.52,5.55,41.41,23.71,18.81,0.6,19.24
11.68,5.24,40.69,22.57,19.82,0.6,19.24
10.45,5.42,40.86,22.72,20.0,0.6,19.24
12.34,5.49,40.62,22.59,18.96,0.6,19.24
10.93,5.47,41.59,22.61,19.4,0.6,19.24
11.71,5.1,40.15,23.49,19.56,0.6,19.24
12.25,5.35,40.34,22.68,19.38,0.6,19.24
10.88,5.95,40.33,23.33,19.51,0.6,19.24
10.4,5.85,41.07,23.18,19.49,0.6,19.24
10.12,5.84,40.72,24.52,18.8,0.6,19.24
10.86,6.22,40.29,23.67,18.97,0.6,19.24
10.04,5.4,40.47,23.22,20.0,0.6,19.24
11.25,6.1,41.07,22.61,18.97,0.6,19.24
11.38,5.05,41.17,23.13,19.28,0.6,19.24
12.05,5.84,40.79,22.54,18.77,0.6,19.24
10.23,5.02,41.17,23.96,19.62,0.6,19.24
12.38,5.12,40.75,22.8,18.95,0.6,19.24
10.98,5.69,40.13,24.08,19.11,0.6,19.24
10.73,5.87,40.32,22.73,20.0,0.6,19.24
11.48,5.99,40.64,22.76,19.13,0.6,19.24
10.02,5.85,41.76,22.66,19.71,0.6,19.24
7.81,8.98,38.1,28.75,16.35,0.61,20.68
8.54,8.84,38.14,27.9,16.58,0.61,20.68
8.8,8.9,37.73,27.76,16.81,0.61,20.68
9.12,8.85,38.01,27.69,16.34,0.61,20.68
7.99,9.29,38.36,27.76,16.6,0.61,20.68
8.1,9.24,37.74,27.89,17.03,0.61,20.68
7.82,9.3,38.17,27.86,16.84,0.61,20.68
7.63,6.91,40.43,28.5,16.53,0.61,20.26
7.89,6.96,40.92,27.96,16.27,0.61,20.26
7.52,6.57,40.69,28.03,17.19,0.61,20.26
7.71,7.09,40.27,27.81,17.11,0.61,20.26
7.99,6.6,40.15,28.77,16.49,0.61,20.26
8.39,6.72,40.41,27.54,16.93,0.61,20.26
8.26,6.76,40.76,27.97,16.26,0.61,20.26
8.08,7.12,38.2,29.17,17.43,0.61,20.22
8.38,6.66,38.04,30.0,16.81,0.61,20.22
8.26,7.35,39.02,28.79,16.58,0.61,20.22
9.39,6.52,37.63,29.41,17.05,0.61,20.22
9.64,6.9,38.89,27.73,16.84,0.61,20.22
8.0,6.48,39.55,29.09,16.88,0.61,20.22
9.8,6.34,38.77,27.89,17.21,0.61,20.22
8.6,6.28,39.93,27.75,17.44,0.61,20.22
8.07,7.21,37.54,30.0,16.85,0.61,20.22
9.7,6.87,39.24,27.67,16.53,0.61,20.22
8.2,7.29,38.8,28.43,17.27,0.61,20.22
8.18,6.76,39.13,28.73,17.2,0.61,20.22
9.77,6.76,38.2,28.49,16.78,0.61,20.22
8.2,7.26,38.56,29.44,16.54,0.61,20.22
9.02,7.4,38.79,27.66,17.12,0.61,20.22
9.12,6.64,38.44,29.18,16.62,0.61,20.22
7.69,6.72,39.72,28.83,17.05,0.61,20.22
9.57,6.47,38.17,28.55,17.25,0.61,20.22
8.71,6.54,39.68,28.59,16.48,0.61,20.22
9.46,6.94,38.89,27.68,17.04,0.61,20.22
8.9,7.02,39.28,28.14,16.65,0.61,20.22
8.65,6.86,39.18,28.81,16.5,0.61,20.22
7.75,7.05,39.25,29.34,16.61,0.61,20.22
9.3,6.6,38.88,28.55,16.67,0.61,20.22
7.77,6.3,39.65,29.42,16.87,0.61,20.22
9.33,6.89,37.98,29.23,16.57,0.61,20.22
7.6,6.95,38.22,30.0,16.5,0.61,20.22
